Sales record number,Order number,Buyer username,Buyer postcode,Item number,Item title,Sold via Promoted listings,Quantity,Sold for,Sale date,Brand,Discount_Percentage,Product_Category,Product_Size,Unit_Size,Pack_Count,Total_Size,Is_Multipack,Total_Units
1648.0,18-10418-38730,user_94ec22a7,MK6,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,No,2.0,£11.72,11-Sep-23,Silka,10,Lotion,500ml,500ml,1,500ml,False,2.0
7605.0,12-12091-16509,user_e81cdd07,LE1,item_unknown,,,5.0,£36.65,16-Oct-24,Other,20,Other,standard,unknown,1,unknown,False,5.0
6429.0,26-11764-62968,user_8ee858f5,AB24,item_914f1c2e5f,Extract Papaya Calamansi Soap 6 x 125g BUNDLE - Philippines - Skin Lightening,Yes,1.0,£30.89,31-Jul-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
5287.0,04-11511-64124,user_8ab68cad,XX1,item_e66dec75b7,Kojie San Body Lotion 200g - Lightening & Brightening with Hydromoist,Yes,1.0,£11.94,25-May-24,Kojie San,0,Lotion,200grams,200g,1,200g,False,1.0
8032.0,23-12203-35814,user_c5b86d68,KT2,item_914f1c2e5f,Extract Papaya Calamansi Soap 6 x 125g BUNDLE - Philippines - Skin Lightening,No,2.0,£29.07,15-Nov-24,Extract,10,Soap,125grams,125g,1,125g,False,2.0
9198.0,07-12675-65928,user_0507cdcb,CV2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.67,03-Mar-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5247.0,16-11489-82533,user_1fb2bdf2,Le27NU,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 3],Yes,1.0,£7.08,23-May-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
3965.0,17-11117-64280,user_36f05787,ls5,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.41,26-Feb-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
4010.0,24-11141-80679,user_f5b97d1f,AL10,item_0a0d6e1866,Johnson's REGULAR Baby Cologne 125ml,Yes,1.0,£7.50,29-Feb-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
6620.0,08-11835-36223,user_2ff7b0f2,B25,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,No,1.0,£13.68,13-Aug-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
6889.0,22-11892-57986,user_ea6ffdb7,Mk42,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,2.0,£6.38,31-Aug-24,Extract,10,Soap,125grams,125g,1,125g,False,2.0
6076.0,06-11697-61718,user_9b9f6e11,TF5,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.75,09-Jul-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
5263.0,07-11501-23661,user_75b948a4,CF5,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,2.0,£8.01,24-May-24,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
7447.0,23-12029-50106,user_9fac379a,BH12,item_493cafc3e2,SunSilk STRONG & LONG Shampoo 180ml - Sun Silk,No,1.0,£8.85,04-Oct-24,Other,0,Shampoo,180ml,180ml,1,180ml,False,1.0
1216.0,10-10239-26387,user_0367cc5b,PE38JJ,item_cb9aa5b976,Silka GREEN Papaya Lotion with PUMP 500ml (Large Size) - Skin Brightening,Yes,1.0,£15.39,27-Jul-23,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
2950.0,07-10779-28443,user_0c3aa7bb,NG6,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,No,2.0,£6.76,07-Dec-23,Kojie San,10,Soap,135grams,135g,2,270g,True,4.0
3516.0,05-10986-96855,user_e9c7f752,CV2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.45,23-Jan-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5380.0,18-11517-33591,user_e70faa69,SE10,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,Yes,1.0,£13.35,29-May-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
7850.0,18-12151-94028,user_ada54332,Ne12,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.43,01-Nov-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6064.0,07-11693-96595,user_33270c66,E13,item_227b3899d9,Gluta-C Intense Lightening Deodorant 40ml - 24H Protection,Yes,1.0,£8.41,09-Jul-24,Gluta-C,0,Sensitive Area Products,40ml,40ml,1,40ml,False,1.0
8267.0,15-12285-02320,user_72056a69,sk3,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.64,03-Dec-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
1843.0,24-10488-60315,user_4b8a598e,AB52,item_5902cabe75,Belo Intensive Kojic Acid & Tranexamic Acid Bar Soap - 65g x 3 (Triple Pack),No,1.0,£8.63,26-Sep-23,Belo,0,Soap,65grams,65g,3,195g,True,3.0
6348.0,27-11743-76747,user_9f781793,B7,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,4.0,£5.69,26-Jul-24,Kojie San,20,Soap,65grams,65g,3,195g,True,12.0
9151.0,24-12650-55188,user_28d929f1,S11,item_138b01e643,CreamSilk Standout Straight Conditioner 180ml - Cream Silk,No,1.0,£10.31,26-Feb-25,Other,0,Conditioner,180ml,180ml,1,180ml,False,1.0
1426.0,01-10350-18322,user_03541e8c,TW4,item_5902cabe75,Gluta-C Kojic Plus Lightening Soap with Glutathione & Vitamin C - 60g,Yes,1.0,£7.46,23-Aug-23,Gluta-C,0,Soap,60grams,60g,1,60g,False,1.0
6227.0,03-11737-06115,user_55199ebc,BH1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,6.0,£5.33,19-Jul-24,Extract,20,Soap,125grams,125g,1,125g,False,6.0
3244.0,04-10891-29104,user_b83099b0,B21,item_cb9aa5b976,SkinWhite Glutathione & Vitamin C Soap 90g - Skin Lightening & Brightening,Yes,1.0,£7.56,31-Dec-23,SkinWhite,0,Soap,90grams,90g,1,90g,False,1.0
1314.0,25-10281-23862,user_87a81bb7,CF83,item_6ae0f94bb3,Belo Kojic Acid & Tranexamic Acid SPF30 Body Lotion 200ml - Skin Lightening,Yes,1.0,£13.94,09-Aug-23,Belo,0,Lotion,200ml,200ml,1,200ml,False,1.0
2016.0,09-10522-28743,user_0df655ad,Yo31,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.31,06-Oct-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
7408.0,06-12034-53584,user_0bf0f974,ls9,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.96,01-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5484.0,20-11543-02018,user_2bcdf96d,KT2,item_0a0d6e1866,Johnson's HEAVEN Baby Cologne 125ml,Yes,1.0,£8.32,05-Jun-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
6817.0,25-11872-39441,user_bd17c900,M35,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.65,26-Aug-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
1566.0,08-10395-39094,user_34efc480,b33,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 2],No,1.0,£5.73,04-Sep-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
4937.0,11-11411-24265,user_182c94a4,M11,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[135g x 2],Yes,2.0,£7.41,03-May-24,Kojie San,10,Soap,135grams,65g,2,130g,True,4.0
5346.0,19-11508-26295,user_2be77a69,XX1,item_138b01e643,CreamSilk Hair Fall Defense Conditioner 180ml - Cream Silk,Yes,1.0,£9.98,28-May-24,Other,0,Conditioner,180ml,180ml,1,180ml,False,1.0
4348.0,15-11234-84779,user_0be1cc4b,XX1,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,1.0,£8.38,24-Mar-24,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
2657.0,13-10691-58060,user_fe267911,M34,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 2],Yes,1.0,£5.80,18-Nov-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
7839.0,10-12156-87049,user_c2361b63,SE18,item_914f1c2e5f,Extract Papaya Calamansi Soap 6 x 125g BUNDLE - Philippines - Skin Lightening,No,1.0,£31.05,31-Oct-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
7856.0,21-12148-98573,user_817c1098,OX4,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,3.0,£7.75,01-Nov-24,Kojie San,15,Soap,100grams,100g,3,300g,True,9.0
3598.0,19-11003-76714,user_80118119,SE1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,1.0,£6.78,30-Jan-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
2543.0,04-10670-42237,user_3d8e613d,SE14,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 2],No,3.0,£5.09,11-Nov-23,Kojie San,15,Soap,135grams,65g,2,130g,True,6.0
8970.0,22-12562-54777,user_a1051108,da8,item_e66dec75b7,Kojie San Body Wash 300ml  - Lightening & Brightening with Hydromoist,No,1.0,£11.13,08-Feb-25,Kojie San,0,Face Wash,300ml,300ml,1,300ml,False,1.0
4973.0,21-11415-79883,user_cf6ee198,XX1,item_0a0d6e1866,Baby Bench Colonia LEMON DROP Cologne 200ml,No,1.0,£8.67,06-May-24,Other,0,Cologne,200ml,200ml,1,200ml,False,1.0
8038.0,22-12208-23184,user_2a6372d0,Fk8,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,2.0,£6.21,16-Nov-24,Kojie San,10,Soap,65grams,65g,3,195g,True,6.0
6087.0,17-11690-10712,user_bdc31387,HD1,item_c1b6da5f5f,Extract Papaya Calamansi Lotion 200ml - Philippines - Skin Brightening,No,2.0,£9.54,10-Jul-24,Extract,10,Lotion,200ml,200ml,1,200ml,False,2.0
1703.0,07-10442-95884,user_ea6ffdb7,Mk42,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,2.0,£5.89,16-Sep-23,Extract,10,Soap,125grams,125g,1,125g,False,2.0
3900.0,01-11106-47944,user_be32ce27,Ne286sh,item_0195bf47b0,Johnson's MORNING DEW Baby Cologne 125ml,Yes,1.0,£7.70,20-Feb-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
1149.0,17-10203-32421,user_eea929e5,E2,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[45g],No,1.0,£4.77,18-Jul-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
9299.0,13-12725-21119,user_af695933,WF12,item_569e6455c6,Glupa Glutathione & Papaya Soap 135g - Skin Lightening & Brightening,No,1.0,£9.02,17-Mar-25,Glupa,0,Soap,135grams,135g,1,135g,False,1.0
7652.0,03-12114-55480,user_6616887b,cb8,item_02c1271c7c,Glutamax Underarm & Inner Thigh Cream 30g - Skin Lightening & Brightening,No,1.0,£11.51,19-Oct-24,GlutaMax,0,Sensitive Area Products,30grams,30g,1,30g,False,1.0
2480.0,16-10648-17493,user_4ec54c30,Rg2,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,1.0,£7.72,07-Nov-23,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
6924.0,15-11912-47264,user_426699b2,nw9,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.43,03-Sep-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7710.0,05-12127-60088,user_1c70f13e,DE55,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,1.0,£6.85,23-Oct-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
1533.0,18-10378-32914,user_eb8375f4,B324DE,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,No,1.0,£12.90,02-Sep-23,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
2872.0,10-10746-83983,user_4248f7cc,N3,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[45g],No,1.0,£4.86,30-Nov-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
8420.0,22-12336-15137,user_9f163b2d,B5,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.95,17-Dec-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7245.0,21-11983-61028,user_7f2df69e,S10,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.80,22-Sep-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
1676.0,22-10424-29908,user_9c725e52,XX1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,5.0,£5.00,13-Sep-23,Extract,20,Soap,125grams,125g,1,125g,False,5.0
8224.0,22-12264-83693,user_02bc9a51,E1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,2.0,£6.51,30-Nov-24,Extract,10,Soap,125grams,125g,1,125g,False,2.0
3922.0,01-11113-24978,user_e9090e25,PE36GJ,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.33,22-Feb-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
1141.0,18-10195-99877,user_f6bf3fde,fy1,item_79530622ca,Likas Papaya Soap 135g - Original - Skin Lightening & Brightening,No,1.0,£6.54,17-Jul-23,Likas,0,Soap,135grams,135g,1,135g,False,1.0
8840.0,09-12525-09408,user_c3ff3ae4,DE55,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,4.0,£5.32,27-Jan-25,Extract,20,Soap,125grams,125g,1,125g,False,4.0
4993.0,19-11424-51115,user_1f446210,L1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.86,07-May-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7405.0,09-12030-53535,user_27e3e9ce,Sw4,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,Yes,1.0,£13.44,30-Sep-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
9276.0,21-12702-54962,user_d67b041f,XX1,item_e66dec75b7,Kojie San Body Wash 300ml  - Lightening & Brightening with Hydromoist,Yes,2.0,£9.75,14-Mar-25,Kojie San,10,Face Wash,300ml,300ml,1,300ml,False,2.0
8758.0,08-12491-46462,user_dc55173d,LE4,item_cd5edd1e9e,"Gluta-C Kojic Plus Anti-Acne Facial Toner 100ml - Skin Lightening, Alcohol-Free",Yes,1.0,£9.77,16-Jan-25,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
8849.0,06-12533-54679,user_fa107772,NP20,item_914f1c2e5f,Extract Papaya Calamansi Soap 6 x 125g BUNDLE - Philippines - Skin Lightening,Yes,1.0,£30.87,28-Jan-25,Extract,0,Soap,125grams,125g,1,125g,False,1.0
4510.0,20-11280-42067,user_f8147e1c,ST1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.28,04-Apr-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7624.0,02-12107-54673,user_6a791632,XX1,item_569e6455c6,Glupa Glutathione & Papaya Soap 135g - Skin Lightening & Brightening,Yes,2.0,£8.17,17-Oct-24,Glupa,10,Soap,135grams,135g,1,135g,False,2.0
1332.0,10-10299-16497,user_97d69ff6,BD5,item_cb9aa5b976,SkinWhite PowerWhitening Soap 90g - Skin Lightening & Brightening,No,1.0,£7.62,12-Aug-23,SkinWhite,0,Soap,90grams,90g,1,90g,False,1.0
8232.0,18-12270-93430,user_6af1cc45,AB21,item_0195bf47b0,Baby Bench Colonia BUBBLE GUM Cologne 200ml,Yes,2.0,£7.62,30-Nov-24,Other,10,Cologne,200ml,200ml,1,200ml,False,2.0
4555.0,12-11295-86798,user_230e1922,Ca2,item_unknown,,,2.0,£18.52,06-Apr-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
5188.0,16-11479-05962,user_7e51c859,SA4,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,1.0,£7.85,20-May-24,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
8518.0,11-12386-58808,user_13cb5409,ME7,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[135g x 2],No,1.0,£8.30,25-Dec-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
3666.0,05-11034-93263,user_4d145eff,EN3,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 2],No,1.0,£6.13,04-Feb-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
4668.0,21-11330-46456,user_ae8b6b5d,IP2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.63,16-Apr-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
9154.0,17-12644-45848,user_d7b0184a,BB2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.80,27-Feb-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
9292.0,17-12715-98834,user_20f4bc16,G59RP,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.35,16-Mar-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5738.0,27-11601-76743,user_7373f5fe,B27,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,Yes,1.0,£13.93,21-Jun-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
7909.0,25-12163-65841,user_e3eb2e0b,ST4,item_914f1c2e5f,Extract Papaya Calamansi Soap 6 x 125g BUNDLE - Philippines - Skin Lightening,No,1.0,£29.36,06-Nov-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
6197.0,06-11727-26539,user_67a2a30d,PE2,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,1.0,£6.80,17-Jul-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
4326.0,02-11240-28004,user_d311aa95,PO38,item_0a0d6e1866,Bench Daily Scent BUBBLE POP Cologne 125ml,Yes,1.0,£7.14,23-Mar-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
4381.0,15-11242-72244,user_a2e03ea8,E13,item_unknown,,,2.0,£14.88,25-Mar-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
2493.0,14-10651-17942,user_b04aa1c6,EH54,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,Yes,4.0,£5.10,08-Nov-23,Extract,20,Soap,125grams,125g,1,125g,False,4.0
7456.0,04-12051-82824,user_817c1098,OX4,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.61,04-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6563.0,23-11804-20843,user_ccbbef83,PE29,item_99a7cfdd58,Silka Pearl Papaya 6g - Face & Neck - Skin Lightening & Brightening,Yes,1.0,£6.28,09-Aug-24,Silka,0,Face Wash,6grams,6g,1,6g,False,1.0
3151.0,18-10853-70554,user_1cc61a1e,N12,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,Yes,5.0,£5.22,25-Dec-23,Extract,20,Soap,125grams,125g,1,125g,False,5.0
4223.0,08-11202-91574,user_8f81363e,HP12,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.78,15-Mar-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
2261.0,03-10601-26595,user_3ecc8055,TW13,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.78,25-Oct-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
3261.0,10-10894-17940,user_b7ce44c5,PR1,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,No,1.0,£7.70,02-Jan-24,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
4224.0,19-11194-89206,user_c802e942,BL3,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,Yes,1.0,£7.74,15-Mar-24,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
2907.0,07-10762-78268,user_faafc741,LE4,item_5902cabe75,Belo Intensive Kojic Acid & Tranexamic Acid Bar Soap - 65g x 3 (Triple Pack),No,1.0,£8.93,03-Dec-23,Belo,0,Soap,65grams,65g,3,195g,True,3.0
1307.0,09-10288-99198,user_3717d32f,XX1,item_0195bf47b0,Baby Bench Colonia BUBBLE GUM Cologne 200ml,No,2.0,£11.51,09-Aug-23,Other,10,Cologne,200ml,200ml,1,200ml,False,2.0
9298.0,07-12731-94283,user_f2aac5f4,LL55,item_8d7fe0ebeb,"Dr. Kaufmann Sulfur Soap 80g - Anti-Acne, Anti-Lice and Anti-Scabies",No,1.0,£7.13,16-Mar-25,Other,0,Soap,80grams,80g,1,80g,False,1.0
2685.0,16-10697-83906,user_2afa3e3f,fk65jp,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£7.39,19-Nov-23,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
5676.0,11-11597-77549,user_b2581dc8,w2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.83,17-Jun-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7721.0,22-12112-32745,user_c0201072,E4,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£7.35,24-Oct-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
4944.0,25-11402-84306,user_0b1792fc,M14,item_79530622ca,Likas Papaya Soap 135g - Original - Skin Lightening & Brightening,No,1.0,£6.34,04-May-24,Likas,0,Soap,135grams,135g,1,135g,False,1.0
7566.0,04-12091-35321,user_312a3d23,eh113bj,item_914f1c2e5f,Extract Papaya Calamansi Soap 6 x 125g BUNDLE - Philippines - Skin Lightening,Yes,1.0,£30.82,14-Oct-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
774.0,23-09942-04892,user_0f4e6851,SW9,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,1.0,£6.54,12-May-23,Extract,0,Soap,125grams,125g,1,125g,False,1.0
1775.0,02-10469-95494,user_866ae08f,B43,item_5902cabe75,Gluta-C Kojic Plus Lightening Soap Glutathione & Vit C - 60g x 2 (Double Pack),Yes,1.0,£9.25,22-Sep-23,Gluta-C,0,Soap,60grams,60g,2,120g,True,2.0
5553.0,22-11559-08764,user_ab2dbb54,ME4,item_f77b824669,Silka Papaya Soap Lightening & Brightening - 135g or 90g x 3 (Triple Pack)[90g x 3 (Triple Pack)],Yes,1.0,£7.70,10-Jun-24,Silka,0,Soap,135grams,90g,3,270g,True,3.0
8983.0,20-12570-36281,user_59690451,PA5,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.80,10-Feb-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7056.0,23-11936-26837,user_c7f9d5a9,PR2,item_138b01e643,CreamSilk Hair Fall Defense Conditioner 180ml - Cream Silk,No,1.0,£10.00,11-Sep-24,Other,0,Conditioner,180ml,180ml,1,180ml,False,1.0
8123.0,11-12249-86196,user_041ce8a1,RM18,item_0195bf47b0,pH Care FLORAL CLEAN Feminine Wash 150ml - pH-Balanced,Yes,4.0,£8.16,23-Nov-24,Other,20,Face Wash,150ml,150ml,1,150ml,False,4.0
717.0,02-09889-87310,user_46c85429,ML2,item_c1b6da5f5f,Extract Papaya Calamansi Lotion 200ml - Skin Brightening,No,2.0,£9.35,25-Apr-23,Extract,10,Lotion,200ml,200ml,1,200ml,False,2.0
2915.0,22-10754-90066,user_a0d47886,b6,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,15.0,£5.04,04-Dec-23,Kojie San,20,Soap,65grams,65g,3,195g,True,45.0
2066.0,11-10535-82257,user_cd2c5ce0,BA2,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[135g x 2],No,1.0,£7.80,10-Oct-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
8805.0,05-12514-95645,user_1b0f367f,RM10,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.44,23-Jan-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
4618.0,09-11319-37491,user_892d77e2,XX1,item_0a0d6e1866,Baby Bench Colonia GUMMY BEAR Cologne 200ml,Yes,1.0,£8.42,11-Apr-24,Other,0,Cologne,200ml,200ml,1,200ml,False,1.0
2151.0,12-10560-73979,user_f7c745dc,B14,item_79530622ca,Belo Kojic Acid & Tranexamic Acid Body Wash 475ml - Extra Moisture & Lightening,No,1.0,£13.18,16-Oct-23,Belo,0,Face Wash,475ml,475ml,1,475ml,False,1.0
4063.0,13-11151-72074,user_7c11d172,SE28,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,Yes,2.0,£5.93,04-Mar-24,Extract,10,Soap,125grams,125g,1,125g,False,2.0
3406.0,21-10950-67430,user_d28cfc21,EN1,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[45g],No,1.0,£4.76,16-Jan-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
8092.0,04-12248-96387,user_0753b209,UB2,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,2.0,£7.71,21-Nov-24,Gluta-C,10,Face Wash,100ml,100ml,1,100ml,False,2.0
